time,ego_x,ego_y,ego_z,traffic_light_x,traffic_light_y,traffic_light_z,traffic_light_status
0,92.39493560791016,-164.0709686279297,0.2941999733448028,94.9899673461914,144.38002014160156,0.1032421886920929,3
1,92.39498901367188,-164.0702667236328,0.0596015155315399,94.9899673461914,144.38002014160156,0.1032421886920929,3
2,92.39512634277344,-164.0693359375,-0.0347317680716514,94.9899673461914,144.38002014160156,0.1032421886920929,3
3,92.39507293701172,-164.067138671875,-0.0285153575241565,94.9899673461914,144.38002014160156,0.1032421886920929,3
4,92.39495086669922,-164.0598602294922,-0.0006884765462018,94.9899673461914,144.38002014160156,0.1032421886920929,3
5,92.39508819580078,-164.04937744140625,0.0214171968400478,94.9899673461914,144.38002014160156,0.1032421886920929,3
6,92.39503479003906,-164.04090881347656,0.0334769822657108,94.9899673461914,144.38002014160156,0.1032421886920929,3
7,92.3948974609375,-164.0333709716797,0.0383795164525508,94.9899673461914,144.38002014160156,0.1032421886920929,3
8,92.3956527709961,-164.01368713378906,0.0395588688552379,94.9899673461914,144.38002014160156,0.1032421886920929,3
9,92.3954849243164,-163.98275756835938,0.0393935367465019,94.9899673461914,144.38002014160156,0.1032421886920929,3
10,92.39533233642578,-163.94322204589844,0.0390126779675483,94.9899673461914,144.38002014160156,0.1032421886920929,3
11,92.3951644897461,-163.9035186767578,0.0387616343796253,94.9899673461914,144.38002014160156,0.1032421886920929,3
12,92.39498901367188,-163.85992431640625,0.0386043936014175,94.9899673461914,144.38002014160156,0.1032421886920929,3
13,92.39474487304688,-163.80758666992188,0.0385094434022903,94.9899673461914,144.38002014160156,0.1032421886920929,3
14,92.39707946777344,-163.74545288085938,0.0384664162993431,94.9899673461914,144.38002014160156,0.1032421886920929,3
15,92.39774322509766,-163.67337036132812,0.0384528711438179,94.9899673461914,144.38002014160156,0.1032421886920929,3
16,92.39744567871094,-163.59165954589844,0.0384531021118164,94.9899673461914,144.38002014160156,0.1032421886920929,3
17,92.39714813232422,-163.5006561279297,0.0384584031999111,94.9899673461914,144.38002014160156,0.1032421886920929,3
18,92.39678192138672,-163.40074157714844,0.0384646579623222,94.9899673461914,144.38002014160156,0.1032421886920929,3
19,92.39634704589844,-163.29237365722656,0.0384706109762191,94.9899673461914,144.38002014160156,0.1032421886920929,3
20,92.39583587646484,-163.17588806152344,0.0384764075279235,94.9899673461914,144.38002014160156,0.1032421886920929,3
21,92.39524841308594,-163.05165100097656,0.0384817123413085,94.9899673461914,144.38002014160156,0.1032421886920929,3
22,92.39456939697266,-162.92002868652344,0.0384869761765003,94.9899673461914,144.38002014160156,0.1032421886920929,3
23,92.39889526367188,-162.78179931640625,0.0384950265288353,94.9899673461914,144.38002014160156,0.1032421886920929,3
24,92.40088653564452,-162.63699340820312,0.0384993739426136,94.9899673461914,144.38002014160156,0.1032421886920929,3
25,92.40068817138672,-162.4857940673828,0.0385026149451732,94.9899673461914,144.38002014160156,0.1032421886920929,3
26,92.40033721923828,-162.3284149169922,0.0385061651468277,94.9899673461914,144.38002014160156,0.1032421886920929,3
27,92.39990997314452,-162.1652374267578,0.0385100170969963,94.9899673461914,144.38002014160156,0.1032421886920929,3
28,92.39938354492188,-161.9965057373047,0.0385138690471649,94.9899673461914,144.38002014160156,0.1032421886920929,3
29,92.39875030517578,-161.82247924804688,0.0385178737342357,94.9899673461914,144.38002014160156,0.1032421886920929,3
30,92.3979949951172,-161.6434326171875,0.0385216139256954,94.9899673461914,144.38002014160156,0.1032421886920929,3
31,92.3970947265625,-161.45957946777344,0.0385252386331558,94.9899673461914,144.38002014160156,0.1032421886920929,3
32,92.3960952758789,-161.27117919921875,0.0385287478566169,94.9899673461914,144.38002014160156,0.1032421886920929,3
33,92.39491271972656,-161.07846069335938,0.0385319888591766,94.9899673461914,144.38002014160156,0.1032421886920929,3
34,92.39359283447266,-160.88160705566406,0.0385352298617363,94.9899673461914,144.38002014160156,0.1032421886920929,3
35,92.39896392822266,-160.681396484375,0.0385422892868518,94.9899673461914,144.38002014160156,0.1032421886920929,3
36,92.40189361572266,-160.4776611328125,0.0385445393621921,94.9899673461914,144.38002014160156,0.1032421886920929,3
37,92.40169525146484,-160.27032470703125,0.038545224815607,94.9899673461914,144.38002014160156,0.1032421886920929,3
38,92.40123748779295,-160.05953979492188,0.0385465994477272,94.9899673461914,144.38002014160156,0.1032421886920929,3
39,92.40060424804688,-159.8455352783203,0.03854850679636,94.9899673461914,144.38002014160156,0.1032421886920929,3
40,92.39981079101562,-159.62843322753906,0.0385507568717002,94.9899673461914,144.38002014160156,0.1032421886920929,3
41,92.39885711669922,-159.4084014892578,0.0385529324412345,94.9899673461914,144.38002014160156,0.1032421886920929,3
42,92.39772033691406,-159.18557739257812,0.0385551452636718,94.9899673461914,144.38002014160156,0.1032421886920929,3
43,92.39641571044922,-158.9601287841797,0.0385571271181106,94.9899673461914,144.38002014160156,0.1032421886920929,3
44,92.39493560791016,-158.73214721679688,0.0385590344667434,94.9899673461914,144.38002014160156,0.1032421886920929,3
45,92.39325714111328,-158.50177001953125,0.0385610200464725,94.9899673461914,144.38002014160156,0.1032421886920929,3
46,92.39907836914062,-158.26974487304688,0.0385673120617866,94.9899673461914,144.38002014160156,0.1032421886920929,3
47,92.4110336303711,-158.0361328125,0.0385704413056373,94.9899673461914,144.38002014160156,0.1032421886920929,3
48,92.4172821044922,-157.8002471923828,0.038568876683712,94.9899673461914,144.38002014160156,0.1032421886920929,2
49,92.41909790039062,-157.56227111816406,0.038568191230297,94.9899673461914,144.38002014160156,0.1032421886920929,2
50,92.4202651977539,-157.3223419189453,0.0385686084628105,94.9899673461914,144.38002014160156,0.1032421886920929,2
51,92.42118072509766,-157.08059692382812,0.0385697558522224,94.9899673461914,144.38002014160156,0.1032421886920929,2
52,92.42184448242188,-156.83712768554688,0.0385710522532463,94.9899673461914,144.38002014160156,0.1032421886920929,2
53,92.42227935791016,-156.59202575683594,0.0385723859071731,94.9899673461914,144.38002014160156,0.1032421886920929,2
54,92.42247009277344,-156.34535217285156,0.038573607802391,94.9899673461914,144.38002014160156,0.1032421886920929,2
55,92.42237854003906,-156.10218811035156,0.0386200696229934,94.9899673461914,144.38002014160156,0.1032421886920929,2
56,92.42202758789062,-155.881591796875,0.0387747175991535,94.9899673461914,144.38002014160156,0.1032421886920929,2
57,92.4215087890625,-155.69383239746094,0.0389220789074897,94.9899673461914,144.38002014160156,0.1032421886920929,2
58,92.4209442138672,-155.53819274902344,0.0389977619051933,94.9899673461914,144.38002014160156,0.1032421886920929,2
59,92.42056274414062,-155.41468811035156,0.0390318296849727,94.9899673461914,144.38002014160156,0.1032421886920929,2
60,92.4204559326172,-155.37911987304688,0.0394573956727981,94.9899673461914,144.38002014160156,0.1032421886920929,2
61,92.4204559326172,-155.37899780273438,0.0392737947404384,94.9899673461914,144.38002014160156,0.1032421886920929,2
62,92.42044830322266,-155.37876892089844,0.0389561839401721,94.9899673461914,144.38002014160156,0.1032421886920929,2
63,92.42044830322266,-155.3786163330078,0.0387535840272903,94.9899673461914,144.38002014160156,0.1032421886920929,2
